datasaet: amazon_computer,  model: sage.
epoch: 30, val_loss: 0.6572753190994263
epoch: 31, val_loss: 0.6226901412010193
epoch: 32, val_loss: 0.6855928301811218
epoch: 33, val_loss: 0.6374783515930176
Final epoch: 33
beta:0.0,accuracy:0.8154296875

time of one repeat:219.7808072566986
time of construct data:58.56083369255066
epoch: 0, val_loss: 1.9504722356796265
epoch: 1, val_loss: 1.408570647239685
epoch: 2, val_loss: 1.1717355251312256
epoch: 3, val_loss: 1.0505077838897705
epoch: 4, val_loss: 0.9592375159263611
epoch: 5, val_loss: 0.8690894246101379
epoch: 6, val_loss: 0.8189721703529358
epoch: 7, val_loss: 0.7524787187576294
epoch: 8, val_loss: 0.7540883421897888
epoch: 9, val_loss: 0.7597281336784363
epoch: 10, val_loss: 0.7701413631439209
epoch: 11, val_loss: 0.7184146642684937
epoch: 12, val_loss: 0.6970792412757874
epoch: 13, val_loss: 0.6853471398353577
epoch: 14, val_loss: 0.7073450684547424
epoch: 15, val_loss: 0.6941038966178894
epoch: 16, val_loss: 0.7095196843147278
epoch: 17, val_loss: 0.6566068530082703
epoch: 18, val_loss: 0.7146791815757751
epoch: 19, val_loss: 0.6390617489814758
epoch: 20, val_loss: 0.7075865268707275
epoch: 21, val_loss: 0.6465763449668884
epoch: 22, val_loss: 0.6509563326835632
epoch: 23, val_loss: 0.6562281250953674
epoch: 24, val_loss: 0.6223351359367371
epoch: 25, val_loss: 0.6274693608283997
epoch: 26, val_loss: 0.6094887852668762
epoch: 27, val_loss: 0.6420928239822388
epoch: 28, val_loss: 0.6222232580184937
epoch: 29, val_loss: 0.6254258155822754
epoch: 30, val_loss: 0.6707449555397034
epoch: 31, val_loss: 0.635799765586853
Final epoch: 31
beta:0.0,accuracy:0.80908203125

time of one repeat:218.46461510658264
time of construct data:58.52326965332031
epoch: 0, val_loss: 1.7535654306411743
epoch: 1, val_loss: 1.505295753479004
epoch: 2, val_loss: 1.1655867099761963
epoch: 3, val_loss: 1.0408631563186646
epoch: 4, val_loss: 0.9771392941474915
epoch: 5, val_loss: 0.8675847053527832
epoch: 6, val_loss: 0.8478505611419678
epoch: 7, val_loss: 0.7939250469207764
epoch: 8, val_loss: 0.7818546891212463
epoch: 9, val_loss: 0.7750971913337708
epoch: 10, val_loss: 0.7259671688079834
epoch: 11, val_loss: 0.7058146595954895
epoch: 12, val_loss: 0.7547194361686707
epoch: 13, val_loss: 0.7212035059928894
epoch: 14, val_loss: 0.6741941571235657
epoch: 15, val_loss: 0.6806187033653259
epoch: 16, val_loss: 0.6900044679641724
epoch: 17, val_loss: 0.6855776906013489
epoch: 18, val_loss: 0.6643887162208557
epoch: 19, val_loss: 0.6597898006439209
epoch: 20, val_loss: 0.7080774903297424
epoch: 21, val_loss: 0.7083095908164978
epoch: 22, val_loss: 0.6644249558448792
epoch: 23, val_loss: 0.721777617931366
epoch: 24, val_loss: 0.6708979606628418
Final epoch: 24
beta:0.0,accuracy:0.80712890625

time of one repeat:182.3699986934662
time of construct data:58.93539047241211
epoch: 0, val_loss: 2.1299891471862793
epoch: 1, val_loss: 1.507999300956726
epoch: 2, val_loss: 1.180078387260437
epoch: 3, val_loss: 1.1205449104309082
epoch: 4, val_loss: 1.0026628971099854
epoch: 5, val_loss: 0.9327247142791748
epoch: 6, val_loss: 0.8873224854469299
epoch: 7, val_loss: 0.8805202841758728
epoch: 8, val_loss: 0.7947419881820679
epoch: 9, val_loss: 0.7757018804550171
epoch: 10, val_loss: 0.7562656998634338
epoch: 11, val_loss: 0.727129340171814
epoch: 12, val_loss: 0.7689661383628845
epoch: 13, val_loss: 0.7274035215377808
epoch: 14, val_loss: 0.6896570920944214
epoch: 15, val_loss: 0.7512544393539429
epoch: 16, val_loss: 0.7446084022521973
epoch: 17, val_loss: 0.7334253191947937
epoch: 18, val_loss: 0.7139362692832947
epoch: 19, val_loss: 0.6929706931114197
Final epoch: 19
beta:0.0,accuracy:0.8017578125

time of one repeat:155.3011929988861
time of construct data:60.13221716880798
epoch: 0, val_loss: 1.9682295322418213
epoch: 1, val_loss: 1.393742561340332
epoch: 2, val_loss: 1.18081796169281
epoch: 3, val_loss: 1.042658805847168
epoch: 4, val_loss: 0.89198899269104
epoch: 5, val_loss: 0.8085358142852783
epoch: 6, val_loss: 0.7843918800354004
epoch: 7, val_loss: 0.7550508379936218
epoch: 8, val_loss: 0.6894595623016357
epoch: 9, val_loss: 0.7184392809867859
epoch: 10, val_loss: 0.6774612665176392
epoch: 11, val_loss: 0.7327046394348145
epoch: 12, val_loss: 0.6953903436660767
epoch: 13, val_loss: 0.6686232686042786
epoch: 14, val_loss: 0.6831099390983582
epoch: 15, val_loss: 0.6581414937973022
epoch: 16, val_loss: 0.7073004841804504
epoch: 17, val_loss: 0.6552255749702454
epoch: 18, val_loss: 0.6297052502632141
epoch: 19, val_loss: 0.6444860696792603
epoch: 20, val_loss: 0.6645857691764832
epoch: 21, val_loss: 0.6256541609764099
epoch: 22, val_loss: 0.6176936030387878
epoch: 23, val_loss: 0.651516854763031
epoch: 24, val_loss: 0.625925600528717
epoch: 25, val_loss: 0.6255657076835632
epoch: 26, val_loss: 0.5926856398582458
epoch: 27, val_loss: 0.6109256744384766
epoch: 28, val_loss: 0.6358693242073059
epoch: 29, val_loss: 0.6669980883598328
epoch: 30, val_loss: 0.6268136501312256
epoch: 31, val_loss: 0.68569016456604
Final epoch: 31
beta:0.0,accuracy:0.83154296875

time of one repeat:226.10762000083923
time of construct data:60.59471392631531
epoch: 0, val_loss: 1.7920218706130981
epoch: 1, val_loss: 1.3610798120498657
epoch: 2, val_loss: 1.1126128435134888
epoch: 3, val_loss: 0.9796954989433289
epoch: 4, val_loss: 0.8886861205101013
epoch: 5, val_loss: 0.823207676410675
epoch: 6, val_loss: 0.7810530662536621
epoch: 7, val_loss: 0.7527762651443481
epoch: 8, val_loss: 0.7494429349899292
epoch: 9, val_loss: 0.7230797410011292
epoch: 10, val_loss: 0.6679473519325256
epoch: 11, val_loss: 0.7287673354148865
epoch: 12, val_loss: 0.678473711013794
epoch: 13, val_loss: 0.7599805593490601
epoch: 14, val_loss: 0.674385130405426
epoch: 15, val_loss: 0.6896539926528931
Final epoch: 15
beta:0.0,accuracy:0.80029296875

time of one repeat:144.27994418144226
time of construct data:60.302311182022095
epoch: 0, val_loss: 2.0586354732513428
epoch: 1, val_loss: 1.4720158576965332
epoch: 2, val_loss: 1.2095916271209717
epoch: 3, val_loss: 1.0627944469451904
epoch: 4, val_loss: 0.8969147801399231
epoch: 5, val_loss: 0.8341046571731567
epoch: 6, val_loss: 0.7879121899604797
epoch: 7, val_loss: 0.7216920256614685
epoch: 8, val_loss: 0.6812926530838013
epoch: 9, val_loss: 0.6972880959510803
epoch: 10, val_loss: 0.6484785676002502
epoch: 11, val_loss: 0.6522144675254822
epoch: 12, val_loss: 0.6329683661460876
epoch: 13, val_loss: 0.6312444806098938
epoch: 14, val_loss: 0.6201310753822327
epoch: 15, val_loss: 0.654613196849823
epoch: 16, val_loss: 0.639481782913208
epoch: 17, val_loss: 0.6630719304084778
epoch: 18, val_loss: 0.6036399006843567
epoch: 19, val_loss: 0.6005092263221741
epoch: 20, val_loss: 0.6260116696357727
epoch: 21, val_loss: 0.5983738303184509
epoch: 22, val_loss: 0.650989294052124
epoch: 23, val_loss: 0.6037037372589111
epoch: 24, val_loss: 0.5775108933448792
epoch: 25, val_loss: 0.5909860134124756
epoch: 26, val_loss: 0.5814476013183594
epoch: 27, val_loss: 0.6175163388252258
epoch: 28, val_loss: 0.6296024918556213
epoch: 29, val_loss: 0.5728446841239929
epoch: 30, val_loss: 0.5769731402397156
epoch: 31, val_loss: 0.5857177376747131
epoch: 32, val_loss: 0.5745123028755188
epoch: 33, val_loss: 0.5639950633049011
epoch: 34, val_loss: 0.5676032304763794
epoch: 35, val_loss: 0.5948403477668762
epoch: 36, val_loss: 0.5773237347602844
epoch: 37, val_loss: 0.5761642456054688
epoch: 38, val_loss: 0.5813107490539551
Final epoch: 38
beta:0.0,accuracy:0.822265625

time of one repeat:250.84231781959534
time of construct data:61.04056096076965
epoch: 0, val_loss: 1.6906193494796753
epoch: 1, val_loss: 1.2089303731918335
epoch: 2, val_loss: 1.0256664752960205
epoch: 3, val_loss: 0.8630581498146057
epoch: 4, val_loss: 0.8110848069190979
epoch: 5, val_loss: 0.8233482837677002
epoch: 6, val_loss: 0.7259564399719238
epoch: 7, val_loss: 0.6979348659515381
epoch: 8, val_loss: 0.6555109024047852
epoch: 9, val_loss: 0.674165666103363
epoch: 10, val_loss: 0.6702237725257874
epoch: 11, val_loss: 0.700712263584137
epoch: 12, val_loss: 0.6679654121398926
epoch: 13, val_loss: 0.6753156781196594
Final epoch: 13
beta:0.0,accuracy:0.80029296875

time of one repeat:135.35690808296204
time of construct data:60.87192416191101
epoch: 0, val_loss: 2.219226837158203
epoch: 1, val_loss: 1.3774796724319458
epoch: 2, val_loss: 1.1872007846832275
epoch: 3, val_loss: 1.0188276767730713
epoch: 4, val_loss: 0.9236788749694824
epoch: 5, val_loss: 0.8018439412117004
epoch: 6, val_loss: 0.813126266002655
epoch: 7, val_loss: 0.7514122128486633
epoch: 8, val_loss: 0.734261691570282
epoch: 9, val_loss: 0.7075215578079224
epoch: 10, val_loss: 0.7032513618469238
epoch: 11, val_loss: 0.6949403285980225
epoch: 12, val_loss: 0.7776079773902893
epoch: 13, val_loss: 0.6952764987945557
epoch: 14, val_loss: 0.7158474922180176
epoch: 15, val_loss: 0.6556626558303833
epoch: 16, val_loss: 0.6281523108482361
epoch: 17, val_loss: 0.6494158506393433
epoch: 18, val_loss: 0.6373316049575806
epoch: 19, val_loss: 0.7097311615943909
epoch: 20, val_loss: 0.7804970145225525
epoch: 21, val_loss: 0.6400585174560547
Final epoch: 21
beta:0.0,accuracy:0.81005859375

time of one repeat:164.79291439056396
time of construct data:62.27006411552429
epoch: 0, val_loss: 1.6737046241760254
epoch: 1, val_loss: 1.2811607122421265
epoch: 2, val_loss: 1.1118799448013306
epoch: 3, val_loss: 1.0051352977752686
epoch: 4, val_loss: 0.8821055889129639
epoch: 5, val_loss: 0.7543491125106812
epoch: 6, val_loss: 0.7143647074699402
epoch: 7, val_loss: 0.6859185695648193
epoch: 8, val_loss: 0.7061527967453003
epoch: 9, val_loss: 0.6835834383964539
epoch: 10, val_loss: 0.648044228553772
epoch: 11, val_loss: 0.6186845302581787
epoch: 12, val_loss: 0.5993317365646362
epoch: 13, val_loss: 0.5780917406082153
epoch: 14, val_loss: 0.5874158143997192
epoch: 15, val_loss: 0.5743235945701599
epoch: 16, val_loss: 0.6221280694007874
epoch: 17, val_loss: 0.6048031449317932
epoch: 18, val_loss: 0.5677700042724609
epoch: 19, val_loss: 0.5742984414100647
epoch: 20, val_loss: 0.5657967329025269
epoch: 21, val_loss: 0.5778309106826782
epoch: 22, val_loss: 0.5729438066482544
epoch: 23, val_loss: 0.5694246292114258
epoch: 24, val_loss: 0.5371586680412292
epoch: 25, val_loss: 0.5619955062866211
epoch: 26, val_loss: 0.5520278811454773
epoch: 27, val_loss: 0.6371266841888428
epoch: 28, val_loss: 0.5241973996162415
epoch: 29, val_loss: 0.5582535862922668
epoch: 30, val_loss: 0.544448971748352
epoch: 31, val_loss: 0.5390239953994751
epoch: 32, val_loss: 0.6215920448303223
epoch: 33, val_loss: 0.5256386399269104
Final epoch: 33
beta:0.0,accuracy:0.83642578125

time of one repeat:238.30055594444275
time of construct data:63.135114431381226
epoch: 0, val_loss: 2.0391852855682373
epoch: 1, val_loss: 1.4439197778701782
epoch: 2, val_loss: 1.1249406337738037
epoch: 3, val_loss: 0.9069652557373047
epoch: 4, val_loss: 0.8019249439239502
epoch: 5, val_loss: 0.8197759389877319
epoch: 6, val_loss: 0.7097589373588562
epoch: 7, val_loss: 0.7019672989845276
epoch: 8, val_loss: 0.6588802337646484
epoch: 9, val_loss: 0.6975659132003784
epoch: 10, val_loss: 0.7241972088813782
epoch: 11, val_loss: 0.6125360131263733
epoch: 12, val_loss: 0.611049473285675
epoch: 13, val_loss: 0.6080171465873718
epoch: 14, val_loss: 0.5651300549507141
epoch: 15, val_loss: 0.6165324449539185
epoch: 16, val_loss: 0.5699738264083862
epoch: 17, val_loss: 0.5646643042564392
epoch: 18, val_loss: 0.549032986164093
epoch: 19, val_loss: 0.6347647905349731
epoch: 20, val_loss: 0.5652453303337097
epoch: 21, val_loss: 0.5589588284492493
epoch: 22, val_loss: 0.5971050262451172
epoch: 23, val_loss: 0.5486941337585449
epoch: 24, val_loss: 0.5535174608230591
epoch: 25, val_loss: 0.5640719532966614
epoch: 26, val_loss: 0.5393769145011902
epoch: 27, val_loss: 0.5762824416160583
epoch: 28, val_loss: 0.6133737564086914
epoch: 29, val_loss: 0.5592080354690552
epoch: 30, val_loss: 0.6586976647377014
epoch: 31, val_loss: 0.6055948138237
Final epoch: 31
beta:0.0,accuracy:0.84326171875

time of one repeat:231.45008873939514
time of construct data:62.3657591342926
epoch: 0, val_loss: 1.7221901416778564
epoch: 1, val_loss: 1.3258230686187744
epoch: 2, val_loss: 1.0487487316131592
epoch: 3, val_loss: 0.8825874924659729
epoch: 4, val_loss: 0.8030436038970947
epoch: 5, val_loss: 0.7334102988243103
epoch: 6, val_loss: 0.7056288123130798
epoch: 7, val_loss: 0.6768237948417664
epoch: 8, val_loss: 0.6391232013702393
epoch: 9, val_loss: 0.6541133522987366
epoch: 10, val_loss: 0.68582683801651
epoch: 11, val_loss: 0.6424734592437744
epoch: 12, val_loss: 0.5904977321624756
epoch: 13, val_loss: 0.6033379435539246
epoch: 14, val_loss: 0.5749423503875732
epoch: 15, val_loss: 0.5582573413848877
epoch: 16, val_loss: 0.5609428286552429
epoch: 17, val_loss: 0.593408465385437
epoch: 18, val_loss: 0.5548094511032104
epoch: 19, val_loss: 0.5527558326721191
epoch: 20, val_loss: 0.6064149737358093
epoch: 21, val_loss: 0.5496543049812317
epoch: 22, val_loss: 0.5348012447357178
epoch: 23, val_loss: 0.5454081892967224
epoch: 24, val_loss: 0.5343452095985413
epoch: 25, val_loss: 0.5505826473236084
epoch: 26, val_loss: 0.5197898745536804
epoch: 27, val_loss: 0.5601174235343933
epoch: 28, val_loss: 0.5895591378211975
epoch: 29, val_loss: 0.5674930810928345
epoch: 30, val_loss: 0.521059513092041
epoch: 31, val_loss: 0.5281431674957275
Final epoch: 31
beta:0.0,accuracy:0.8359375

time of one repeat:225.71901845932007
time of construct data:62.7173171043396
epoch: 0, val_loss: 1.6973450183868408
epoch: 1, val_loss: 1.4852205514907837
epoch: 2, val_loss: 1.0356755256652832
epoch: 3, val_loss: 0.9374508857727051
epoch: 4, val_loss: 0.7961685657501221
epoch: 5, val_loss: 0.7770312428474426
epoch: 6, val_loss: 0.6846750378608704
epoch: 7, val_loss: 0.6731818914413452
epoch: 8, val_loss: 0.6290057897567749
epoch: 9, val_loss: 0.6372110247612
epoch: 10, val_loss: 0.680773138999939
epoch: 11, val_loss: 0.6228867173194885
epoch: 12, val_loss: 0.6453083753585815
epoch: 13, val_loss: 0.6343629360198975
epoch: 14, val_loss: 0.591705322265625
epoch: 15, val_loss: 0.5690141916275024
epoch: 16, val_loss: 0.5862372517585754
epoch: 17, val_loss: 0.549560010433197
epoch: 18, val_loss: 0.5529308319091797
epoch: 19, val_loss: 0.592810869216919
epoch: 20, val_loss: 0.537182629108429
epoch: 21, val_loss: 0.5472915768623352
epoch: 22, val_loss: 0.5684698820114136
epoch: 23, val_loss: 0.5344870090484619
epoch: 24, val_loss: 0.5321748852729797
epoch: 25, val_loss: 0.5546494722366333
epoch: 26, val_loss: 0.5842375159263611
epoch: 27, val_loss: 0.5633457899093628
epoch: 28, val_loss: 0.552001416683197
epoch: 29, val_loss: 0.5641900300979614
Final epoch: 29
beta:0.0,accuracy:0.84033203125

time of one repeat:206.66595792770386
time of construct data:63.00937008857727
epoch: 0, val_loss: 2.151526927947998
epoch: 1, val_loss: 1.3805474042892456
epoch: 2, val_loss: 1.1454217433929443
epoch: 3, val_loss: 0.9394081234931946
epoch: 4, val_loss: 0.8867379426956177
epoch: 5, val_loss: 0.7982088923454285
epoch: 6, val_loss: 0.7096320390701294
epoch: 7, val_loss: 0.6844520568847656
epoch: 8, val_loss: 0.6553702354431152
epoch: 9, val_loss: 0.6433557271957397
epoch: 10, val_loss: 0.6623688340187073
epoch: 11, val_loss: 0.665035605430603
epoch: 12, val_loss: 0.6158445477485657
epoch: 13, val_loss: 0.6164259910583496
epoch: 14, val_loss: 0.5997368693351746
epoch: 15, val_loss: 0.5894442200660706
epoch: 16, val_loss: 0.6011945605278015
epoch: 17, val_loss: 0.57600998878479
epoch: 18, val_loss: 0.5779904723167419
epoch: 19, val_loss: 0.5732092261314392
epoch: 20, val_loss: 0.6038867831230164
epoch: 21, val_loss: 0.6163153648376465
epoch: 22, val_loss: 0.5478851199150085
epoch: 23, val_loss: 0.5933479070663452
epoch: 24, val_loss: 0.5390551686286926
epoch: 25, val_loss: 0.5507562160491943
epoch: 26, val_loss: 0.5637787580490112
epoch: 27, val_loss: 0.5786877274513245
epoch: 28, val_loss: 0.5554711818695068
epoch: 29, val_loss: 0.5559554100036621
Final epoch: 29
beta:0.0,accuracy:0.83642578125

time of one repeat:201.83906745910645
time of construct data:63.87120604515076
epoch: 0, val_loss: 1.7435095310211182
epoch: 1, val_loss: 1.1720333099365234
epoch: 2, val_loss: 0.9780113101005554
epoch: 3, val_loss: 0.8502694964408875
epoch: 4, val_loss: 0.7198473215103149
epoch: 5, val_loss: 0.7147852778434753
epoch: 6, val_loss: 0.716566801071167
epoch: 7, val_loss: 0.7222578525543213
epoch: 8, val_loss: 0.6224546432495117
epoch: 9, val_loss: 0.5990352630615234
epoch: 10, val_loss: 0.6019799709320068
epoch: 11, val_loss: 0.5470748543739319
epoch: 12, val_loss: 0.5513694882392883
epoch: 13, val_loss: 0.535711944103241
epoch: 14, val_loss: 0.5315865874290466
epoch: 15, val_loss: 0.545477569103241
epoch: 16, val_loss: 0.5384291410446167
epoch: 17, val_loss: 0.5383758544921875
epoch: 18, val_loss: 0.5161881446838379
epoch: 19, val_loss: 0.5316405892372131
epoch: 20, val_loss: 0.5127505660057068
epoch: 21, val_loss: 0.49550655484199524
epoch: 22, val_loss: 0.5202143788337708
epoch: 23, val_loss: 0.583345353603363
epoch: 24, val_loss: 0.49226877093315125
epoch: 25, val_loss: 0.49471738934516907
epoch: 26, val_loss: 0.4858548045158386
epoch: 27, val_loss: 0.49251309037208557
epoch: 28, val_loss: 0.479373037815094
epoch: 29, val_loss: 0.4909888207912445
epoch: 30, val_loss: 0.47921162843704224
epoch: 31, val_loss: 0.4986262619495392
epoch: 32, val_loss: 0.48046430945396423
epoch: 33, val_loss: 0.49662500619888306
epoch: 34, val_loss: 0.49036434292793274
epoch: 35, val_loss: 0.49598243832588196
Final epoch: 35
beta:0.0,accuracy:0.8466796875

time of one repeat:246.35233688354492
time of construct data:65.34778499603271
epoch: 0, val_loss: 1.8450819253921509
epoch: 1, val_loss: 1.253919243812561
epoch: 2, val_loss: 1.059116244316101
epoch: 3, val_loss: 0.8136411309242249
epoch: 4, val_loss: 0.7446348667144775
epoch: 5, val_loss: 0.7075501680374146
epoch: 6, val_loss: 0.6962323188781738
epoch: 7, val_loss: 0.6333215832710266
epoch: 8, val_loss: 0.5884895920753479
epoch: 9, val_loss: 0.5799401998519897
epoch: 10, val_loss: 0.6101580262184143
epoch: 11, val_loss: 0.5712152719497681
epoch: 12, val_loss: 0.5570432543754578
epoch: 13, val_loss: 0.5438701510429382
epoch: 14, val_loss: 0.5298898220062256
epoch: 15, val_loss: 0.543038547039032
epoch: 16, val_loss: 0.5184659361839294
epoch: 17, val_loss: 0.5234985947608948
epoch: 18, val_loss: 0.5079957842826843
epoch: 19, val_loss: 0.5036866068840027
epoch: 20, val_loss: 0.48831498622894287
epoch: 21, val_loss: 0.4976930320262909
epoch: 22, val_loss: 0.48899999260902405
epoch: 23, val_loss: 0.5026101469993591
epoch: 24, val_loss: 0.5010257363319397
epoch: 25, val_loss: 0.4811312258243561
epoch: 26, val_loss: 0.5187383890151978
epoch: 27, val_loss: 0.6162657141685486
epoch: 28, val_loss: 0.5091238021850586
epoch: 29, val_loss: 0.4725952744483948
epoch: 30, val_loss: 0.5473847985267639
epoch: 31, val_loss: 0.4926840364933014
epoch: 32, val_loss: 0.4979138672351837
epoch: 33, val_loss: 0.5020189881324768
epoch: 34, val_loss: 0.5162351131439209
Final epoch: 34
beta:0.0,accuracy:0.85986328125

time of one repeat:230.69828581809998
time of construct data:64.3024308681488
epoch: 0, val_loss: 1.7613525390625
epoch: 1, val_loss: 1.2147037982940674
epoch: 2, val_loss: 1.001786231994629
epoch: 3, val_loss: 0.8254653811454773
epoch: 4, val_loss: 0.74821537733078
epoch: 5, val_loss: 0.7229375243186951
epoch: 6, val_loss: 0.659940242767334
epoch: 7, val_loss: 0.6263298392295837
epoch: 8, val_loss: 0.6120670437812805
epoch: 9, val_loss: 0.5911314487457275
epoch: 10, val_loss: 0.5750304460525513
epoch: 11, val_loss: 0.5393471121788025
epoch: 12, val_loss: 0.5239208340644836
epoch: 13, val_loss: 0.5441654920578003
epoch: 14, val_loss: 0.5378808975219727
epoch: 15, val_loss: 0.5110127329826355
epoch: 16, val_loss: 0.5544800758361816
epoch: 17, val_loss: 0.5018232464790344
epoch: 18, val_loss: 0.49570900201797485
epoch: 19, val_loss: 0.5071132183074951
epoch: 20, val_loss: 0.4875151515007019
epoch: 21, val_loss: 0.49502837657928467
epoch: 22, val_loss: 0.4827442467212677
epoch: 23, val_loss: 0.4803241491317749
epoch: 24, val_loss: 0.4801739454269409
epoch: 25, val_loss: 0.4777161180973053
epoch: 26, val_loss: 0.493221253156662
epoch: 27, val_loss: 0.4859836995601654
epoch: 28, val_loss: 0.4667450189590454
epoch: 29, val_loss: 0.47046947479248047
epoch: 30, val_loss: 0.47839272022247314
epoch: 31, val_loss: 0.4720030426979065
epoch: 32, val_loss: 0.5492628216743469
epoch: 33, val_loss: 0.4860098958015442
Final epoch: 33
beta:0.0,accuracy:0.84912109375

time of one repeat:238.87318301200867
time of construct data:64.25188612937927
epoch: 0, val_loss: 1.4236494302749634
epoch: 1, val_loss: 1.131125569343567
epoch: 2, val_loss: 0.9357602000236511
epoch: 3, val_loss: 0.8624972701072693
epoch: 4, val_loss: 0.7527689933776855
epoch: 5, val_loss: 0.6690062284469604
epoch: 6, val_loss: 0.6069203615188599
epoch: 7, val_loss: 0.5836169719696045
epoch: 8, val_loss: 0.5426598191261292
epoch: 9, val_loss: 0.5810590982437134
epoch: 10, val_loss: 0.5448190569877625
epoch: 11, val_loss: 0.5341379642486572
epoch: 12, val_loss: 0.5378611087799072
epoch: 13, val_loss: 0.49907150864601135
epoch: 14, val_loss: 0.5082971453666687
epoch: 15, val_loss: 0.5272383093833923
epoch: 16, val_loss: 0.501641571521759
epoch: 17, val_loss: 0.5105627179145813
epoch: 18, val_loss: 0.5089572668075562
Final epoch: 18
beta:0.0,accuracy:0.8291015625

time of one repeat:156.28346395492554
time of construct data:65.06855988502502
epoch: 0, val_loss: 1.8728992938995361
epoch: 1, val_loss: 1.3150089979171753
epoch: 2, val_loss: 1.0669246912002563
epoch: 3, val_loss: 0.8844776153564453
epoch: 4, val_loss: 0.7915495038032532
epoch: 5, val_loss: 0.7854483127593994
epoch: 6, val_loss: 0.6999314427375793
epoch: 7, val_loss: 0.6516044735908508
epoch: 8, val_loss: 0.6431683897972107
epoch: 9, val_loss: 0.6242883205413818
epoch: 10, val_loss: 0.606042742729187
epoch: 11, val_loss: 0.5778306126594543
epoch: 12, val_loss: 0.6039584875106812
epoch: 13, val_loss: 0.6552237868309021
epoch: 14, val_loss: 0.6239652037620544
epoch: 15, val_loss: 0.5397565364837646
epoch: 16, val_loss: 0.5501177310943604
epoch: 17, val_loss: 0.5342729091644287
epoch: 18, val_loss: 0.5396061539649963
epoch: 19, val_loss: 0.5618427991867065
epoch: 20, val_loss: 0.5283228754997253
epoch: 21, val_loss: 0.548516035079956
epoch: 22, val_loss: 0.525617778301239
epoch: 23, val_loss: 0.5119720101356506
epoch: 24, val_loss: 0.516164243221283
epoch: 25, val_loss: 0.5054555535316467
epoch: 26, val_loss: 0.5042244791984558
epoch: 27, val_loss: 0.5198014378547668
epoch: 28, val_loss: 0.557284951210022
epoch: 29, val_loss: 0.5699026584625244
epoch: 30, val_loss: 0.5700504779815674
epoch: 31, val_loss: 0.5468624234199524
Final epoch: 31
beta:0.0,accuracy:0.86279296875

time of one repeat:214.27376914024353
time of construct data:66.56085848808289
epoch: 0, val_loss: 1.4328365325927734
epoch: 1, val_loss: 1.2586020231246948
epoch: 2, val_loss: 0.9684929847717285
epoch: 3, val_loss: 0.7969829440116882
epoch: 4, val_loss: 0.723715603351593
epoch: 5, val_loss: 0.6672661304473877
epoch: 6, val_loss: 0.5984639525413513
epoch: 7, val_loss: 0.5700274705886841
epoch: 8, val_loss: 0.5522317290306091
epoch: 9, val_loss: 0.5280793905258179
epoch: 10, val_loss: 0.5243993997573853
epoch: 11, val_loss: 0.5522565245628357
epoch: 12, val_loss: 0.49785926938056946
epoch: 13, val_loss: 0.5330256223678589
epoch: 14, val_loss: 0.5062838792800903
epoch: 15, val_loss: 0.4957473576068878
epoch: 16, val_loss: 0.4791787266731262
epoch: 17, val_loss: 0.5045939683914185
epoch: 18, val_loss: 0.5181495547294617
epoch: 19, val_loss: 0.5181593298912048
epoch: 20, val_loss: 0.5449972152709961
epoch: 21, val_loss: 0.5028958916664124
Final epoch: 21
beta:0.0,accuracy:0.84912109375

time of one repeat:178.0375576019287
time of construct data:67.07788181304932
epoch: 0, val_loss: 1.6144083738327026
epoch: 1, val_loss: 1.090419888496399
epoch: 2, val_loss: 1.0257800817489624
epoch: 3, val_loss: 0.9115162491798401
epoch: 4, val_loss: 0.7489100694656372
epoch: 5, val_loss: 0.7052580118179321
epoch: 6, val_loss: 0.6346143484115601
epoch: 7, val_loss: 0.5956823825836182
epoch: 8, val_loss: 0.5687428712844849
epoch: 9, val_loss: 0.5326823592185974
epoch: 10, val_loss: 0.5242311954498291
epoch: 11, val_loss: 0.5279482007026672
epoch: 12, val_loss: 0.5371364951133728
epoch: 13, val_loss: 0.5208916664123535
epoch: 14, val_loss: 0.4946579933166504
epoch: 15, val_loss: 0.558082103729248
epoch: 16, val_loss: 0.5147179365158081
epoch: 17, val_loss: 0.5152541399002075
epoch: 18, val_loss: 0.49588173627853394
epoch: 19, val_loss: 0.5496029853820801
Final epoch: 19
beta:0.0,accuracy:0.8388671875

time of one repeat:167.11454916000366
time of construct data:67.34257102012634
epoch: 0, val_loss: 1.4138882160186768
epoch: 1, val_loss: 1.0497945547103882
epoch: 2, val_loss: 0.8601999282836914
epoch: 3, val_loss: 0.7814446687698364
epoch: 4, val_loss: 0.7228971719741821
epoch: 5, val_loss: 0.6555069088935852
epoch: 6, val_loss: 0.5808834433555603
epoch: 7, val_loss: 0.6375805735588074
epoch: 8, val_loss: 0.5322269797325134
epoch: 9, val_loss: 0.5552983283996582
epoch: 10, val_loss: 0.5272201299667358
epoch: 11, val_loss: 0.531255304813385
epoch: 12, val_loss: 0.5683785080909729
epoch: 13, val_loss: 0.5444182753562927
epoch: 14, val_loss: 0.48945778608322144
epoch: 15, val_loss: 0.4837529957294464
epoch: 16, val_loss: 0.4840339124202728
epoch: 17, val_loss: 0.4985131025314331
epoch: 18, val_loss: 0.4640900492668152
epoch: 19, val_loss: 0.48475444316864014
epoch: 20, val_loss: 0.4664759337902069
epoch: 21, val_loss: 0.4870653748512268
epoch: 22, val_loss: 0.47863346338272095
